,HR_mean,HR_std,HR_min,HR_max,HRV_RMSSD,HRV_MeanNN,HRV_SDNN,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_pNN50,HRV_pNN20,HRV_HF,HRV_VHF,HRV_HFn,HRV_LFHF,HRV_SD1,HRV_SD2,HRV_SD1SD2,RSP_mean,RSP_std,RSP_min,RSP_max,RRV_RMSSD,RRV_MeanBB,RRV_SDBB,RRV_SD1,RRV_SD2,RRV_SD2SD1,label
0,59.54297272441396,4.021379251894747,51.02040816326531,69.68641114982579, 48.90226, 1007.649573, 69.365513, 0.068839, 0.048531, 1010.0, 72.6474, 0.071928, 26.495726, 67.521368, 0.018349, 0.000328, 0.330654, 2.006453, 34.729, 90.940821, 0.381886,8.120954131664929,1.7797395736046986,5.330016878386782,14.160962945480293, 2922.287289, 7524.642857, 2062.727194, 2148.572945, 1973.150085, 0.918354,1
1,60.82764680523039,4.209496032497074,51.59071367153912,70.17543859649123, 51.497654, 986.636364, 69.442782, 0.070383, 0.052195, 980.0, 69.6822, 0.071104, 24.793388, 67.768595, 0.00603, 0.000165, 0.123826, 7.048411, 36.564999, 91.258696, 0.400674,7.514257809005682,1.9433320940970378,4.433279148810403,12.961762799740766, 3275.483768, 8130.076923, 2556.889727, 2397.964809, 2706.498648, 1.128665,1
2,63.07592493591216,5.353570600458493,52.173913043478265,78.53403141361257, 42.755305, 951.4, 80.91762, 0.085051, 0.044939, 953.0, 80.0604, 0.084009, 22.4, 64.0, 0.011034, 0.000131, 0.175614, 4.682425, 30.351929, 110.705068, 0.274169,6.643314602967173,2.871680207246224,3.05002033346889,10.99102399706906, 3874.200421, 8774.818182, 5062.979988, 2731.31253, 6618.720767, 2.423275,1
3,64.03083722509227,5.989060049619801,50.67567567567568,77.41935483870968, 46.580788, 937.275591, 89.047934, 0.095007, 0.049698, 934.0, 100.8168, 0.107941, 21.259843, 59.055118, 0.003675, 0.000069, 0.064675, 14.443155, 33.066794, 121.708187, 0.271689,2.765858129856236,0.19369435847670693,2.4794412992272408,3.138731952291274, 1716.747409, 21577.25, 2149.066057, 239.462245, 3029.790037, 12.652475,1
4,62.31603256260035,5.334223269256095,50.59021922428331,77.41935483870968, 45.973085, 962.886179, 83.009994, 0.08621, 0.047745, 964.0, 88.956, 0.092278, 16.260163, 60.97561, 0.004981, 0.000169, 0.083814, 10.897288, 32.635425, 112.412126, 0.290319,4.042356841629868,0.6231813445461927,2.9295444558371173,5.403944879762227, 5760.456861, 15030.4, 3632.045126, 4648.972947, 2184.159825, 0.469816,1
5,62.07558204132841,4.426372194809323,53.81165919282511,73.0816077953715, 37.447997, 966.666667, 70.375651, 0.072802, 0.038739, 963.0, 74.13, 0.076978, 13.821138, 55.284553, 0.006427, 0.00019, 0.112107, 7.89054, 26.588784, 96.324475, 0.276034,2.8401225955339013,0.03181255506981141,2.794076557697681,2.8958926589121097, 395.067716, 21135.333333, 383.445346, 116.5, 529.611571, 4.546022,1
6,62.16559489074561,5.186725225683126,52.91005291005291,74.53416149068323, 44.791411, 965.178862, 81.345049, 0.08428, 0.046407, 969.0, 90.4386, 0.093332, 14.634146, 60.97561, 0.003262, 0.000197, 0.070415, 13.141011, 31.798312, 110.365527, 0.288118,5.893406309177308,3.830718947061129,2.875766871165644,17.22158438576349, 3208.786764, 10379.111111, 6834.433598, 1859.597873, 9484.769948, 5.100441,1
7,70.11537243877162,4.718572432585531,60.24096385542169,83.21775312066575, 28.667509, 855.978417, 57.766455, 0.067486, 0.033491, 861.0, 57.8214, 0.067156, 8.633094, 43.884892, 0.005307, 0.000289, 0.114192, 7.702689, 20.342175, 79.119346, 0.257107,13.52536387782012,4.1373985776732995,7.305491294289542,23.904382470119526, 2391.320847, 4559.75, 1736.715898, 1726.573232, 1746.799672, 1.011715,0
8,70.47844619744009,4.538211915548732,61.224489795918366,83.21775312066575, 27.124414, 851.485714, 54.810397, 0.06437, 0.031855, 856.5, 42.2541, 0.049333, 6.428571, 42.857143, 0.006619, 0.000321, 0.136602, 6.272074, 19.247852, 74.446295, 0.258547,15.382315095447854,7.238364777831993,4.482964734010759,53.52363960749331, 3783.774335, 4231.666667, 2447.374133, 2735.583492, 2120.345078, 0.775098,0
9,67.35931517671742,5.2377885480684,54.29864253393665,81.63265306122449, 34.583452, 890.578947, 70.588136, 0.079261, 0.038833, 885.0, 69.6822, 0.078737, 15.037594, 49.62406, 0.004707, 0.000371, 0.37584, 1.581899, 24.542791, 96.902073, 0.253274,10.89061131881931,5.4832540662006375,3.3757173399347358,37.174721189591075, 3870.426295, 5765.666667, 3865.781711, 2819.670823, 4683.801119, 1.661116,0
10,64.56513110030518,5.081141930989581,54.29864253393665,88.10572687224669, 35.372706, 929.3125, 71.151801, 0.076564, 0.038063, 938.5, 60.0453, 0.06398, 15.625, 54.6875, 0.003291, 0.000242, 0.139275, 6.106442, 25.105605, 97.664116, 0.257061,12.321926159823647,5.344311734947132,3.6264732547597456,37.878787878787875, 2994.889147, 5080.681818, 3023.75387, 2135.036014, 3705.104067, 1.735382,0
