,Accuracy,Precision,Recall,F1-Score,Participant
0,0.8333333333333334,0.75,1.0,0.8571428571428571,4
1,1.0,1.0,1.0,1.0,5
2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,6
3,0.6666666666666666,0.6,1.0,0.7499999999999999,7
4,0.8333333333333334,1.0,0.6666666666666666,0.8,8
5,0.5,0.5,0.6666666666666666,0.5714285714285715,9
6,0.5,0.0,0.0,0.0,11
7,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,12
8,1.0,1.0,1.0,1.0,13
9,0.5,0.5,0.6666666666666666,0.5714285714285715,16
10,0.8,1.0,0.6666666666666666,0.8,19
11,0.8333333333333334,0.75,1.0,0.8571428571428571,20
12,0.8333333333333334,1.0,0.6666666666666666,0.8,21
13,1.0,1.0,1.0,1.0,22
14,0.8333333333333334,1.0,0.6666666666666666,0.8,23
15,1.0,1.0,1.0,1.0,24
16,1.0,1.0,1.0,1.0,26
17,0.8333333333333334,0.75,1.0,0.8571428571428571,27
18,1.0,1.0,1.0,1.0,28
19,0.5,0.5,0.6666666666666666,0.5714285714285715,29
20,0.2,0.3333333333333333,0.3333333333333333,0.3333333333333333,30
21,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,31
22,1.0,1.0,1.0,1.0,32
23,0.8333333333333334,1.0,0.6666666666666666,0.8,33
24,0.8,0.6666666666666666,1.0,0.8,34
25,0.8333333333333334,0.75,1.0,0.8571428571428571,35
